phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
neutrophil_count	2	111878544	111878598	2_111736838_112149305	CCG	{8.33: 0.20%, 11.33: 0.05%, 12.33: 0.01%, 13.33: 0.23%, 14.33: 3.07%, 15.33: 0.27%, 16.33: 0.10%, 17.33: 72.99%, 18.33: 6.60%, 19.33: 5.49%, 20.33: 0.92%, 21.33: 1.21%, 22.33: 0.06%, 23.33: 0.18%, 24.33: 1.05%, 25.33: 0.27%, 26.33: 0.32%, 27.33: 0.47%, 28.33: 0.83%, 29.33: 1.07%, 30.33: 1.93%, 31.33: 0.67%, 32.33: 0.97%, 33.33: 0.27%, 34.33: 0.19%, 35.33: 0.16%, 36.33: 0.41%}	4.56e-12	-	multigene;five_prime_UTR:BCL2L11:protein_coding;intron:MIR4435-2HG:lncRNA	not	0.242540277134962	0.743274	0.0	1.0	0.828696	0.922823	1.0	0.75084	0.0677832267402456	0.307177	1.0	0.909, 0.0752, 0.912, 0.221, 0.139	NA, NA, NA, NA, NA	{8.33: 0.06%, 11.33: 0.01%, 12.33: 0.01%, 13.33: 0.02%, 14.33: 1.91%, 15.33: 6.70%, 16.33: 0.05%, 17.33: 62.16%, 18.33: 12.74%, 19.33: 0.71%, 20.33: 1.65%, 21.33: 2.99%, 22.33: 0.01%, 23.33: 3.75%, 24.33: 2.81%, 25.33: 0.56%, 26.33: 0.02%, 27.33: 0.05%, 28.33: 0.10%, 29.33: 0.12%, 30.33: 1.56%, 31.33: 0.06%, 32.33: 0.09%, 33.33: 0.05%, 34.33: 0.02%, 35.33: 0.04%, 36.33: 1.77%}	{8.33: 0.48%, 11.33: 0.01%, 12.33: 0.03%, 13.33: 0.07%, 14.33: 3.55%, 15.33: 0.61%, 16.33: 0.28%, 17.33: 72.62%, 18.33: 11.85%, 19.33: 4.49%, 20.33: 2.25%, 21.33: 1.36%, 22.33: 0.05%, 23.33: 0.18%, 24.33: 0.18%, 25.33: 0.05%, 26.33: 0.05%, 27.33: 0.06%, 28.33: 0.17%, 29.33: 0.28%, 30.33: 0.54%, 31.33: 0.27%, 32.33: 0.25%, 33.33: 0.07%, 34.33: 0.05%, 35.33: 0.02%, 36.33: 0.19%}	{8.33: 0.02%, 11.33: 0.00%, 12.33: 0.28%, 13.33: 0.02%, 14.33: 11.57%, 15.33: 0.11%, 16.33: 0.50%, 17.33: 80.20%, 18.33: 4.48%, 19.33: 1.25%, 20.33: 0.62%, 21.33: 0.44%, 22.33: 0.03%, 23.33: 0.11%, 24.33: 0.03%, 25.33: 0.01%, 26.33: 0.01%, 27.33: 0.01%, 28.33: 0.01%, 29.33: 0.05%, 30.33: 0.07%, 31.33: 0.03%, 32.33: 0.03%, 33.33: 0.00%, 34.33: 0.01%, 35.33: 0.00%, 36.33: 0.12%}	{8.33: 0.19%, 11.33: 0.07%, 12.33: 0.00%, 13.33: 0.19%, 14.33: 2.53%, 15.33: 0.47%, 16.33: 0.12%, 17.33: 72.50%, 18.33: 5.61%, 19.33: 6.49%, 20.33: 0.93%, 21.33: 1.40%, 22.33: 0.08%, 23.33: 0.27%, 24.33: 1.17%, 25.33: 0.35%, 26.33: 0.31%, 27.33: 0.51%, 28.33: 0.67%, 29.33: 1.14%, 30.33: 2.14%, 31.33: 0.75%, 32.33: 1.21%, 33.33: 0.28%, 34.33: 0.17%, 35.33: 0.13%, 36.33: 0.31%}	{8.33: 0.18%, 11.33: 0.04%, 12.33: 0.01%, 13.33: 0.23%, 14.33: 2.88%, 15.33: 0.24%, 16.33: 0.13%, 17.33: 71.62%, 18.33: 7.33%, 19.33: 5.36%, 20.33: 1.05%, 21.33: 1.07%, 22.33: 0.08%, 23.33: 0.19%, 24.33: 1.21%, 25.33: 0.41%, 26.33: 0.40%, 27.33: 0.44%, 28.33: 0.71%, 29.33: 1.14%, 30.33: 2.32%, 31.33: 0.79%, 32.33: 0.97%, 33.33: 0.35%, 34.33: 0.22%, 35.33: 0.10%, 36.33: 0.55%}
neutrophil_count	3	128203480	128203504	3_128065092_128808636	A	{24.0: 39.98%, 25.0: 59.93%, 26.0: 0.09%}	1.12e-17	+	intron:GATA2:protein_coding	not	0.0	0.0										0.0158, 0.326, 0.81, 0.122, 0.0265	+, NA, NA, NA, +	{24.0: 41.86%, 25.0: 56.43%, 26.0: 1.72%}	{24.0: 42.67%, 25.0: 57.27%, 26.0: 0.06%}	{24.0: 29.33%, 25.0: 70.59%, 26.0: 0.08%}	{24.0: 39.40%, 25.0: 60.46%, 26.0: 0.14%}	{24.0: 40.44%, 25.0: 59.49%, 26.0: 0.07%}
neutrophil_count	4	7040818	7040845	4_6776716_7170070	A	{25.0: 3.59%, 26.0: 54.08%, 27.0: 11.41%, 28.0: 30.43%, 29.0: 0.50%}	5.12e-11	-	intron:RP11-367J11.2:lncRNA	not	0.0	0.0										0.989, 0.294, 0.317, 0.916, 0.0116	NA, NA, NA, NA, -	{25.0: 0.57%, 26.0: 35.08%, 27.0: 2.80%, 28.0: 61.49%, 29.0: 0.06%}	{25.0: 0.78%, 26.0: 51.86%, 27.0: 14.91%, 28.0: 32.11%, 29.0: 0.35%}	{25.0: 0.35%, 26.0: 62.26%, 27.0: 2.89%, 28.0: 33.57%, 29.0: 0.92%}	{25.0: 3.45%, 26.0: 53.82%, 27.0: 11.31%, 28.0: 30.40%, 29.0: 1.02%}	{25.0: 3.79%, 26.0: 51.27%, 27.0: 12.57%, 28.0: 31.89%, 29.0: 0.47%}
neutrophil_count	8	130690727	130690753	8_130361168_130821145	AAT	{6.0: 0.00%, 8.0: 16.68%, 9.0: 83.21%, 10.0: 0.10%}	2.41e-28	+	intron:CCDC26:lncRNA	singly	0.999874339362317	0.155986	0.999829985120436	1.0	0.118449	0.934324	0.0428784	0.193912	0.999640098341488	0.0465696	0.993347	0.844, 0.000083, 0.674, 0.222, 0.0959	NA, +, NA, NA, NA	{6.0: 0.00%, 8.0: 23.92%, 9.0: 76.07%, 10.0: 0.01%}	{6.0: 0.01%, 8.0: 17.32%, 9.0: 82.63%, 10.0: 0.04%}	{6.0: 0.17%, 8.0: 19.28%, 9.0: 80.55%, 10.0: 0.00%}	{6.0: 0.00%, 8.0: 15.85%, 9.0: 84.03%, 10.0: 0.12%}	{6.0: 0.00%, 8.0: 14.96%, 9.0: 84.95%, 10.0: 0.09%}
neutrophil_count	8	130623382	130623410	8_130361168_130821145	AC	{12.5: 0.01%, 13.5: 0.33%, 14.5: 16.35%, 15.5: 48.69%, 16.5: 6.69%, 17.5: 8.76%, 18.5: 0.97%, 19.5: 0.59%, 20.5: 16.70%, 21.5: 0.88%, 22.5: 0.02%}	2.88e-18	+	intron:CCDC26:lncRNA	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159, 0.154, 0.097, 0.554, 0.0559	NA, NA, NA, NA, NA	{12.5: 6.06%, 13.5: 0.02%, 14.5: 23.98%, 15.5: 21.69%, 16.5: 22.07%, 17.5: 7.55%, 18.5: 0.46%, 19.5: 3.00%, 20.5: 13.92%, 21.5: 1.23%, 22.5: 0.02%}	{12.5: 0.05%, 13.5: 0.09%, 14.5: 7.74%, 15.5: 45.64%, 16.5: 22.04%, 17.5: 5.16%, 18.5: 0.59%, 19.5: 0.89%, 20.5: 16.27%, 21.5: 1.50%, 22.5: 0.04%}	{12.5: 0.03%, 13.5: 0.00%, 14.5: 4.93%, 15.5: 25.49%, 16.5: 15.00%, 17.5: 0.66%, 18.5: 4.32%, 19.5: 0.52%, 20.5: 46.38%, 21.5: 2.19%, 22.5: 0.47%}	{12.5: 0.01%, 13.5: 0.26%, 14.5: 14.79%, 15.5: 49.74%, 16.5: 7.79%, 17.5: 8.97%, 18.5: 0.95%, 19.5: 0.68%, 20.5: 15.94%, 21.5: 0.86%, 22.5: 0.02%}	{12.5: 0.03%, 13.5: 0.23%, 14.5: 14.84%, 15.5: 47.93%, 16.5: 7.57%, 17.5: 8.95%, 18.5: 1.24%, 19.5: 0.59%, 20.5: 17.70%, 21.5: 0.88%, 22.5: 0.04%}
neutrophil_count	10	44885784	44885799	10_44747361_45010781	A	{15.0: 0.00%, 16.0: 18.22%, 17.0: 31.57%, 18.0: 40.49%, 19.0: 9.70%, 20.0: 0.02%}	1.91e-11	-	intergenic	not	0.0	0.0498035										0.902, 0.0888, 0.674, 0.65, 0.931	NA, NA, NA, NA, NA	{15.0: 2.19%, 16.0: 38.63%, 17.0: 16.70%, 18.0: 39.31%, 19.0: 3.17%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 20.12%, 17.0: 34.00%, 18.0: 31.26%, 19.0: 14.60%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.70%, 17.0: 15.49%, 18.0: 43.66%, 19.0: 22.15%, 20.0: 0.00%}	{15.0: 0.00%, 16.0: 18.88%, 17.0: 31.05%, 18.0: 40.46%, 19.0: 9.59%, 20.0: 0.02%}	{15.0: 0.00%, 16.0: 16.91%, 17.0: 31.68%, 18.0: 42.70%, 19.0: 8.68%, 20.0: 0.02%}
neutrophil_count	15	42254741	42254753	15_41376390_42411771	A	{12.0: 21.01%, 13.0: 67.38%, 14.0: 0.32%, 15.0: 10.98%, 16.0: 0.32%}	1.63e-39	-	intron:EHD4:protein_coding	not	0.0	0.0										0.776, 0.029, 0.846, 0.0238, 0.0423	NA, -, NA, -, -	{12.0: 4.21%, 13.0: 49.92%, 14.0: 16.51%, 15.0: 29.34%, 16.0: 0.02%}	{12.0: 21.31%, 13.0: 52.18%, 14.0: 0.38%, 15.0: 26.05%, 16.0: 0.09%}	{12.0: 18.20%, 13.0: 72.11%, 14.0: 0.31%, 15.0: 9.37%, 16.0: 0.01%}	{12.0: 22.24%, 13.0: 65.78%, 14.0: 0.35%, 15.0: 11.46%, 16.0: 0.18%}	{12.0: 20.66%, 13.0: 66.91%, 14.0: 0.45%, 15.0: 11.72%, 16.0: 0.25%}
neutrophil_count	15	51515456	51515482	15_50591633_51641055	AATG	{6.75: 69.48%, 7.75: 30.52%, 10.75: 0.00%}	1.87e-13	+	multigene;intron:CYP19A1:protein_coding;intron:MIR4713HG:lncRNA	confidently	0.98004574230595	0.994003	0.973709457618591	1.0	0.995254	1.0	1.0	0.994003	0.920412530849931	0.963907	1.0	0.101, 1.0, 0.917, 0.0373, 0.263	NA, NA, NA, +, NA	{6.75: 79.73%, 7.75: 18.57%, 10.75: 1.70%}	{6.75: 78.54%, 7.75: 21.46%, 10.75: 0.00%}	{6.75: 91.21%, 7.75: 8.75%, 10.75: 0.04%}	{6.75: 70.43%, 7.75: 29.57%, 10.75: 0.00%}	{6.75: 68.65%, 7.75: 31.34%, 10.75: 0.01%}
neutrophil_count	17	44084292	44084364	17_43335181_44990603	AAAAT	{11.6: 22.86%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.59%, 14.6: 57.68%, 15.6: 0.15%, 17.6: 0.00%}	1.46e-13	-	intron:MAPT:protein_coding	not	0.0	0.0										0.469, 0.0245, 0.476, 0.08, 0.033	NA, -, NA, NA, -	{11.6: 2.16%, 12.6: 5.68%, 12.8: 1.77%, 13.6: 18.46%, 14.6: 67.47%, 15.6: 3.89%, 17.6: 0.58%}	{11.6: 8.26%, 12.6: 0.61%, 12.8: 0.01%, 13.6: 15.22%, 14.6: 75.83%, 15.6: 0.07%, 17.6: 0.00%}	{11.6: 0.53%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.87%, 14.6: 69.89%, 15.6: 1.56%, 17.6: 0.00%}	{11.6: 21.01%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.65%, 14.6: 58.48%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.60%, 12.6: 0.79%, 12.8: 0.02%, 13.6: 16.63%, 14.6: 60.76%, 15.6: 0.20%, 17.6: 0.00%}
neutrophil_percent	1	150552235	150552290	1_149873779_151463570	CCCCGG	{5.5: 0.02%, 6.33: 56.93%, 7.17: 1.07%, 7.33: 15.03%, 8.33: 0.08%, 9.33: 26.87%}	2.1e-13	-	intergenic	not	0.0	0.0										0.467, 0.213, 0.228, 0.781, 0.084	NA, NA, NA, NA, NA	{5.5: 0.00%, 6.33: 70.06%, 7.17: 0.13%, 7.33: 12.62%, 8.33: 0.00%, 9.33: 17.18%}	{5.5: 0.21%, 6.33: 44.48%, 7.17: 1.64%, 7.33: 7.66%, 8.33: 0.01%, 9.33: 46.00%}	{5.5: 0.01%, 6.33: 66.20%, 7.17: 0.13%, 7.33: 2.58%, 9.33: 31.08%}	{5.5: 0.01%, 6.33: 53.76%, 7.17: 0.87%, 7.33: 16.07%, 8.33: 0.08%, 9.33: 29.21%}	{5.5: 0.04%, 6.33: 57.31%, 7.17: 1.01%, 7.33: 14.44%, 8.33: 0.09%, 9.33: 27.12%}
neutrophil_percent	1	227477590	227477605	1_226785570_227639067	A	{16.0: 0.03%, 17.0: 51.71%, 18.0: 41.16%, 19.0: 7.09%}	3.04e-15	+	intron:CDC42BPA:protein_coding	not	0.0	0.0										0.803, 0.144, 0.864, 0.191, 0.00555	NA, NA, NA, NA, +	{16.0: 4.93%, 17.0: 61.34%, 18.0: 28.71%, 19.0: 5.02%}	{16.0: 0.03%, 17.0: 37.45%, 18.0: 49.08%, 19.0: 13.43%}	{16.0: 0.05%, 17.0: 27.09%, 18.0: 37.61%, 19.0: 35.26%}	{16.0: 0.04%, 17.0: 50.46%, 18.0: 43.26%, 19.0: 6.24%}	{16.0: 0.03%, 17.0: 51.21%, 18.0: 41.36%, 19.0: 7.40%}
neutrophil_percent	2	24208473	24208487	2_23786951_24753560	A	{15.0: 25.04%, 16.0: 54.74%, 17.0: 5.68%, 18.0: 12.09%, 21.0: 2.32%, 22.0: 0.13%}	1.0e-10	-	intron:UBXN2A:protein_coding	not	0.0	0.0										0.327, 0.505, 0.0887, 0.0963, 0.0584	NA, NA, NA, NA, NA	{15.0: 43.39%, 16.0: 44.90%, 17.0: 2.79%, 18.0: 8.72%, 21.0: 0.20%}	{15.0: 17.20%, 16.0: 61.43%, 17.0: 9.18%, 18.0: 11.63%, 21.0: 0.36%, 22.0: 0.19%}	{15.0: 15.56%, 16.0: 77.12%, 17.0: 3.18%, 18.0: 4.13%, 21.0: 0.01%}	{15.0: 24.87%, 16.0: 53.15%, 17.0: 6.95%, 18.0: 13.07%, 21.0: 1.81%, 22.0: 0.15%}	{15.0: 23.35%, 16.0: 57.38%, 17.0: 5.32%, 18.0: 11.89%, 21.0: 1.95%, 22.0: 0.10%}
neutrophil_percent	2	111878544	111878598	2_111462016_112368926	CCG	{8.33: 0.20%, 11.33: 0.05%, 12.33: 0.01%, 13.33: 0.23%, 14.33: 3.07%, 15.33: 0.27%, 16.33: 0.10%, 17.33: 73.00%, 18.33: 6.59%, 19.33: 5.49%, 20.33: 0.92%, 21.33: 1.22%, 22.33: 0.06%, 23.33: 0.18%, 24.33: 1.05%, 25.33: 0.27%, 26.33: 0.32%, 27.33: 0.47%, 28.33: 0.83%, 29.33: 1.07%, 30.33: 1.93%, 31.33: 0.67%, 32.33: 0.97%, 33.33: 0.27%, 34.33: 0.19%, 35.33: 0.16%, 36.33: 0.41%}	1.25e-17	-	multigene;five_prime_UTR:BCL2L11:protein_coding;intron:MIR4435-2HG:lncRNA	doubly	0.889801341013552	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.634677124932208	1.0	1.0	0.532, 0.022, 0.612, 0.0405, 0.0434	NA, -, NA, -, -	{8.33: 0.06%, 11.33: 0.01%, 12.33: 0.01%, 13.33: 0.02%, 14.33: 1.89%, 15.33: 6.62%, 16.33: 0.05%, 17.33: 62.18%, 18.33: 12.75%, 19.33: 0.72%, 20.33: 1.67%, 21.33: 3.04%, 22.33: 0.01%, 23.33: 3.76%, 24.33: 2.81%, 25.33: 0.57%, 26.33: 0.02%, 27.33: 0.05%, 28.33: 0.10%, 29.33: 0.12%, 30.33: 1.55%, 31.33: 0.06%, 32.33: 0.09%, 33.33: 0.04%, 34.33: 0.02%, 35.33: 0.04%, 36.33: 1.76%}	{8.33: 0.48%, 11.33: 0.01%, 12.33: 0.03%, 13.33: 0.07%, 14.33: 3.59%, 15.33: 0.61%, 16.33: 0.28%, 17.33: 72.57%, 18.33: 11.82%, 19.33: 4.51%, 20.33: 2.23%, 21.33: 1.35%, 22.33: 0.04%, 23.33: 0.18%, 24.33: 0.19%, 25.33: 0.06%, 26.33: 0.05%, 27.33: 0.06%, 28.33: 0.18%, 29.33: 0.28%, 30.33: 0.54%, 31.33: 0.27%, 32.33: 0.26%, 33.33: 0.07%, 34.33: 0.05%, 35.33: 0.02%, 36.33: 0.19%}	{8.33: 0.02%, 11.33: 0.00%, 12.33: 0.27%, 13.33: 0.02%, 14.33: 11.54%, 15.33: 0.11%, 16.33: 0.50%, 17.33: 80.26%, 18.33: 4.50%, 19.33: 1.22%, 20.33: 0.60%, 21.33: 0.43%, 22.33: 0.03%, 23.33: 0.10%, 24.33: 0.03%, 25.33: 0.01%, 26.33: 0.01%, 27.33: 0.01%, 28.33: 0.01%, 29.33: 0.05%, 30.33: 0.07%, 31.33: 0.03%, 32.33: 0.03%, 33.33: 0.00%, 34.33: 0.01%, 35.33: 0.00%, 36.33: 0.12%}	{8.33: 0.19%, 11.33: 0.07%, 12.33: 0.00%, 13.33: 0.19%, 14.33: 2.51%, 15.33: 0.47%, 16.33: 0.12%, 17.33: 72.50%, 18.33: 5.57%, 19.33: 6.50%, 20.33: 0.92%, 21.33: 1.41%, 22.33: 0.08%, 23.33: 0.27%, 24.33: 1.17%, 25.33: 0.35%, 26.33: 0.31%, 27.33: 0.51%, 28.33: 0.68%, 29.33: 1.15%, 30.33: 2.15%, 31.33: 0.76%, 32.33: 1.21%, 33.33: 0.29%, 34.33: 0.18%, 35.33: 0.13%, 36.33: 0.31%}	{8.33: 0.18%, 11.33: 0.04%, 12.33: 0.01%, 13.33: 0.23%, 14.33: 2.87%, 15.33: 0.24%, 16.33: 0.13%, 17.33: 71.59%, 18.33: 7.31%, 19.33: 5.36%, 20.33: 1.05%, 21.33: 1.08%, 22.33: 0.08%, 23.33: 0.19%, 24.33: 1.21%, 25.33: 0.41%, 26.33: 0.40%, 27.33: 0.44%, 28.33: 0.72%, 29.33: 1.14%, 30.33: 2.32%, 31.33: 0.79%, 32.33: 0.97%, 33.33: 0.35%, 34.33: 0.22%, 35.33: 0.10%, 36.33: 0.55%}
neutrophil_percent	3	128203480	128203504	3_127601081_128815427	A	{24.0: 40.00%, 25.0: 59.91%, 26.0: 0.09%}	1.91e-43	+	intron:GATA2:protein_coding	not	0.0	0.0										0.0147, 0.575, 0.661, 0.969, 0.000248	+, NA, NA, NA, +	{24.0: 41.83%, 25.0: 56.47%, 26.0: 1.70%}	{24.0: 42.42%, 25.0: 57.52%, 26.0: 0.06%}	{24.0: 29.22%, 25.0: 70.70%, 26.0: 0.08%}	{24.0: 39.35%, 25.0: 60.50%, 26.0: 0.15%}	{24.0: 40.47%, 25.0: 59.45%, 26.0: 0.07%}
neutrophil_percent	8	130690727	130690753	8_130404159_130821145	AAT	{6.0: 0.00%, 8.0: 16.67%, 9.0: 83.23%, 10.0: 0.10%}	7.91e-18	+	intron:CCDC26:lncRNA	singly	0.996093091042003	0.674577	0.0	0.37606	0.579409	0.54274	0.429693	0.674577	0.0	0.374307	0.534232	0.607, 0.000297, 0.297, 0.2, 0.277	NA, +, NA, NA, NA	{6.0: 0.00%, 8.0: 23.91%, 9.0: 76.09%, 10.0: 0.01%}	{6.0: 0.01%, 8.0: 17.38%, 9.0: 82.57%, 10.0: 0.04%}	{6.0: 0.17%, 8.0: 19.51%, 9.0: 80.31%, 10.0: 0.00%}	{6.0: 0.00%, 8.0: 15.91%, 9.0: 83.97%, 10.0: 0.12%}	{6.0: 0.00%, 8.0: 14.96%, 9.0: 84.95%, 10.0: 0.09%}
neutrophil_percent	8	130623382	130623410	8_130404159_130821145	AC	{12.5: 0.01%, 13.5: 0.33%, 14.5: 16.35%, 15.5: 48.70%, 16.5: 6.67%, 17.5: 8.76%, 18.5: 0.97%, 19.5: 0.59%, 20.5: 16.72%, 21.5: 0.88%, 22.5: 0.02%}	4.09e-21	+	intron:CCDC26:lncRNA	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.578, 0.187, 0.0466, 0.746, 0.238	NA, NA, +, NA, NA	{12.5: 6.06%, 13.5: 0.02%, 14.5: 23.94%, 15.5: 21.81%, 16.5: 21.97%, 17.5: 7.53%, 18.5: 0.48%, 19.5: 3.01%, 20.5: 13.93%, 21.5: 1.23%, 22.5: 0.02%}	{12.5: 0.05%, 13.5: 0.08%, 14.5: 7.74%, 15.5: 45.59%, 16.5: 21.98%, 17.5: 5.23%, 18.5: 0.60%, 19.5: 0.89%, 20.5: 16.30%, 21.5: 1.50%, 22.5: 0.04%}	{12.5: 0.03%, 13.5: 0.00%, 14.5: 4.90%, 15.5: 25.31%, 16.5: 15.08%, 17.5: 0.68%, 18.5: 4.38%, 19.5: 0.52%, 20.5: 46.43%, 21.5: 2.19%, 22.5: 0.47%}	{12.5: 0.01%, 13.5: 0.25%, 14.5: 14.72%, 15.5: 49.69%, 16.5: 7.84%, 17.5: 9.05%, 18.5: 0.95%, 19.5: 0.68%, 20.5: 15.92%, 21.5: 0.87%, 22.5: 0.02%}	{12.5: 0.03%, 13.5: 0.23%, 14.5: 14.81%, 15.5: 47.94%, 16.5: 7.56%, 17.5: 8.96%, 18.5: 1.24%, 19.5: 0.59%, 20.5: 17.72%, 21.5: 0.88%, 22.5: 0.04%}
neutrophil_percent	15	42254741	42254753	15_42070650_42395397	A	{12.0: 20.98%, 13.0: 67.41%, 14.0: 0.32%, 15.0: 10.97%, 16.0: 0.32%}	7.4e-18	-	intron:EHD4:protein_coding	singly	0.992466706389121	0.27112	0.999871879923116	0.985705	0.193315	0.280362	0.332244	0.247427	0.0	0.902837	0.201705	0.821, 0.000977, 0.195, 0.104, 0.939	NA, -, NA, NA, NA	{12.0: 4.27%, 13.0: 49.93%, 14.0: 16.41%, 15.0: 29.37%, 16.0: 0.02%}	{12.0: 21.24%, 13.0: 52.20%, 14.0: 0.38%, 15.0: 26.09%, 16.0: 0.09%}	{12.0: 18.14%, 13.0: 72.12%, 14.0: 0.31%, 15.0: 9.42%, 16.0: 0.01%}	{12.0: 22.19%, 13.0: 65.81%, 14.0: 0.36%, 15.0: 11.46%, 16.0: 0.18%}	{12.0: 20.68%, 13.0: 66.89%, 14.0: 0.45%, 15.0: 11.73%, 16.0: 0.25%}
neutrophil_percent	15	66018015	66018044	15_65570431_66238563	A	{30.0: 57.13%, 31.0: 18.99%, 32.0: 6.91%, 33.0: 16.97%}	4.49e-12	+	intron:DENND4A:protein_coding	not	0.0	0.023034										0.394, 0.0583, 0.228, 0.321, 0.0274	NA, NA, NA, NA, +	{30.0: 13.43%, 31.0: 61.60%, 32.0: 10.28%, 33.0: 14.68%}	{30.0: 45.03%, 31.0: 17.07%, 32.0: 8.79%, 33.0: 29.10%}	{30.0: 16.18%, 31.0: 2.99%, 32.0: 4.96%, 33.0: 75.87%}	{30.0: 57.02%, 31.0: 17.42%, 32.0: 7.16%, 33.0: 18.41%}	{30.0: 56.26%, 31.0: 19.45%, 32.0: 6.54%, 33.0: 17.75%}
neutrophil_percent	17	44084292	44084364	17_43335181_44999453	AAAAT	{11.6: 22.89%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.58%, 14.6: 57.65%, 15.6: 0.15%, 17.6: 0.00%}	1.43e-23	-	intron:MAPT:protein_coding	not	0.0	0.0										0.333, 0.0545, 0.296, 0.00774, 0.00198	NA, NA, NA, -, -	{11.6: 2.21%, 12.6: 5.70%, 12.8: 1.75%, 13.6: 18.35%, 14.6: 67.48%, 15.6: 3.91%, 17.6: 0.59%}	{11.6: 8.31%, 12.6: 0.61%, 12.8: 0.01%, 13.6: 15.22%, 14.6: 75.77%, 15.6: 0.07%, 17.6: 0.00%}	{11.6: 0.53%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.70%, 14.6: 70.06%, 15.6: 1.56%, 17.6: 0.00%}	{11.6: 21.08%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.68%, 14.6: 58.38%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.59%, 12.6: 0.79%, 12.8: 0.02%, 13.6: 16.64%, 14.6: 60.76%, 15.6: 0.19%, 17.6: 0.00%}
neutrophil_percent	20	1930085	1930097	20_1793305_2070835	A	{12.0: 32.91%, 13.0: 67.09%}	1.06e-22	-	intron:PDYN-AS1:lncRNA	not	0.0	0.0491912										0.527, 0.661, 0.233, 0.00207, 0.0382	NA, NA, NA, -, -	{12.0: 73.64%, 13.0: 26.36%}	{12.0: 55.53%, 13.0: 44.47%}	{12.0: 81.42%, 13.0: 18.58%}	{12.0: 31.12%, 13.0: 68.88%}	{12.0: 35.88%, 13.0: 64.12%}
phosphate	15	51515456	51515482	15_50591633_51717543	AATG	{6.75: 69.47%, 7.75: 30.52%, 10.75: 0.00%}	3.16e-19	-	multigene;intron:CYP19A1:protein_coding;intron:MIR4713HG:lncRNA	not	0.473872611254252	0.485066										0.923, 0.0964, 0.682, 0.0142, 0.191	NA, NA, NA, -, NA	{6.75: 80.00%, 7.75: 18.33%, 10.75: 1.68%}	{6.75: 78.36%, 7.75: 21.64%, 10.75: 0.00%}	{6.75: 91.06%, 7.75: 8.89%, 10.75: 0.04%}	{6.75: 70.79%, 7.75: 29.21%, 10.75: 0.00%}	{6.75: 68.69%, 7.75: 31.30%, 10.75: 0.01%}
phosphate	17	44084292	44084364	17_43253212_44990603	AAAAT	{11.6: 22.88%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.60%, 14.6: 57.64%, 15.6: 0.15%, 17.6: 0.00%}	1.18e-13	+	intron:MAPT:protein_coding	not	0.0	0.0										0.661, 0.108, 0.767, 0.0356, 0.003	NA, NA, NA, +, +	{11.6: 2.24%, 12.6: 5.61%, 12.8: 1.80%, 13.6: 18.35%, 14.6: 67.51%, 15.6: 3.88%, 17.6: 0.62%}	{11.6: 8.30%, 12.6: 0.62%, 12.8: 0.01%, 13.6: 15.21%, 14.6: 75.77%, 15.6: 0.08%, 17.6: 0.00%}	{11.6: 0.48%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.69%, 14.6: 70.04%, 15.6: 1.63%, 17.6: 0.00%}	{11.6: 21.01%, 12.6: 0.70%, 12.8: 0.01%, 13.6: 19.88%, 14.6: 58.28%, 15.6: 0.13%, 17.6: 0.00%}	{11.6: 21.57%, 12.6: 0.78%, 12.8: 0.02%, 13.6: 16.55%, 14.6: 60.88%, 15.6: 0.21%, 17.6: 0.00%}
